"","gene","p_val","avg_logFC","pct.1","pct.2","p_val_adj","description"
"954","MYL12B",1.2935895995765e-54,0.669057823753828,0.672,0.999,2.81071148195982e-50,"myosin light chain 12B [Source:HGNC Symbol;Acc:HGNC:29827]"
"955","ATP1B1",2.42950935265113e-53,1.31226011415861,0.632,0.949,5.27883792144038e-49,"ATPase Na+/K+ transporting subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:804]"
"956","SPCS2",3.44491390438805e-53,0.662528517434831,0.356,0.941,7.48510893145436e-49,"signal peptidase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28962]"
"957","NASP",5.48559598190311e-53,0.771729010755932,0.297,0.767,1.19191029494791e-48,"nuclear autoantigenic sperm protein [Source:HGNC Symbol;Acc:HGNC:7644]"
"958","PSME2",1.84891216449336e-50,0.595473577967191,0.367,0.96,4.01731635101117e-46,"proteasome activator subunit 2 [Source:HGNC Symbol;Acc:HGNC:9569]"
"959","DDX24",1.84961099008879e-50,0.568938871956287,0.37,0.971,4.01883475926492e-46,"DEAD-box helicase 24 [Source:HGNC Symbol;Acc:HGNC:13266]"
"960","SH3BGRL3",3.30610524556913e-50,-0.264056688154339,0.638,0.999,7.18350547757262e-46,"SH3 domain binding glutamate rich protein like 3 [Source:HGNC Symbol;Acc:HGNC:15568]"
"961","ARGLU1",5.49146417939815e-49,0.542368497658055,0.378,0.98,1.19318533689963e-44,"arginine and glutamate rich 1 [Source:HGNC Symbol;Acc:HGNC:25482]"
"962","KPNA2",2.36062224551649e-48,0.812311708297655,0.274,0.687,5.12916001505823e-44,"karyopherin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6395]"
"963","BCAP31",1.26442373371651e-47,0.581991794556271,0.372,0.968,2.74733988861924e-43,"B cell receptor associated protein 31 [Source:HGNC Symbol;Acc:HGNC:16695]"
"964","NDUFB1",2.42242113247257e-47,0.283168967989939,0.393,0.982,5.26343663663641e-43,"NADH:ubiquinone oxidoreductase subunit B1 [Source:HGNC Symbol;Acc:HGNC:7695]"
"965","BST2",3.6448419683274e-47,0.692900864363872,0.356,0.915,7.91951262878178e-43,"bone marrow stromal cell antigen 2 [Source:HGNC Symbol;Acc:HGNC:1119]"
"966","RBMX",9.1543046546283e-47,0.562507101549551,0.371,0.954,1.98904731535764e-42,"RNA binding motif protein X-linked [Source:HGNC Symbol;Acc:HGNC:9910]"
"967","SEC22B",1.1247705941003e-46,0.754222302432392,0.219,0.551,2.44390154686114e-42,"SEC22 homolog B, vesicle trafficking protein (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:10700]"
"968","PPIG",1.80151051729062e-46,0.811333400363855,0.343,0.875,3.91432205196905e-42,"peptidylprolyl isomerase G [Source:HGNC Symbol;Acc:HGNC:14650]"
"969","EIF2AK2",2.5358957749857e-46,0.827456010663913,0.256,0.638,5.50999433988893e-42,"eukaryotic translation initiation factor 2 alpha kinase 2 [Source:HGNC Symbol;Acc:HGNC:9437]"
"970","TAX1BP1",4.63881240226005e-46,0.402290723707866,0.387,0.991,1.00792115876306e-41,"Tax1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11575]"
"971","PGK1",4.35163600267971e-45,0.742170039051838,0.36,0.921,9.45523470662247e-41,"phosphoglycerate kinase 1 [Source:HGNC Symbol;Acc:HGNC:8896]"
"972","PTP4A2",1.9156161640102e-44,0.287866628584563,0.392,0.994,4.16225080116136e-40,"protein tyrosine phosphatase 4A2 [Source:HGNC Symbol;Acc:HGNC:9635]"
"973","CMIP",1.92651317734388e-44,0.864949752005378,0.305,0.758,4.18592783173277e-40,"c-Maf inducing protein [Source:HGNC Symbol;Acc:HGNC:24319]"
"974","EIF5B",4.70543004695212e-44,0.948035205009448,0.621,0.993,1.02239584060176e-39,"eukaryotic translation initiation factor 5B [Source:HGNC Symbol;Acc:HGNC:30793]"
"975","GPI",5.12826169546501e-44,0.6594384640922,0.374,0.96,1.11426870119064e-39,"glucose-6-phosphate isomerase [Source:HGNC Symbol;Acc:HGNC:4458]"
"976","MT-ND6",7.96108241774615e-44,0.401687726950876,0.392,0.982,1.72978398772788e-39,"mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6 [Source:HGNC Symbol;Acc:HGNC:7462]"
"977","RPL17",2.41504949293519e-43,0.762260384461769,0.629,0.996,5.24741953824958e-39,"ribosomal protein L17 [Source:HGNC Symbol;Acc:HGNC:10307]"
"978","PSMB2",2.2635248316871e-42,0.468517849396315,0.389,0.984,4.91818675428972e-38,"proteasome subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:9539]"
"979","CRIP1",4.47138369752637e-42,0.631841288438832,0.283,0.684,9.71542249798529e-38,"cysteine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:2360]"
"980","NSA2",1.28366789078286e-41,0.466836341083997,0.389,0.988,2.789153593093e-37,"NSA2 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:30728]"
"981","DNAJA1",1.52195486733838e-41,0.53566944081772,0.384,0.968,3.30690353575282e-37,"DnaJ heat shock protein family (Hsp40) member A1 [Source:HGNC Symbol;Acc:HGNC:5229]"
"982","PCBP2",2.57495795288227e-41,0.889160234267209,0.616,0.997,5.5948686400226e-37,"poly(rC) binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8648]"
"983","STMP1",5.65860491100708e-41,0.322030003392681,0.395,0.994,1.22950167506362e-36,"short transmembrane mitochondrial protein 1 [Source:HGNC Symbol;Acc:HGNC:41909]"
"984","RBX1",7.0768031650073e-41,0.339446985983195,0.393,0.989,1.53764779169279e-36,"ring-box 1 [Source:HGNC Symbol;Acc:HGNC:9928]"
"985","PTTG1",1.58198181076671e-40,0.631075981728766,0.263,0.625,3.4373300784339e-36,"PTTG1 regulator of sister chromatid separation, securin [Source:HGNC Symbol;Acc:HGNC:9690]"
"986","NDUFC2",9.36027378304258e-40,0.337394305477919,0.397,0.992,2.03380028757949e-35,"NADH:ubiquinone oxidoreductase subunit C2 [Source:HGNC Symbol;Acc:HGNC:7706]"
"987","PSMD7",2.57829484520804e-39,0.577778242095122,0.384,0.967,5.60211903966802e-35,"proteasome 26S subunit, non-ATPase 7 [Source:HGNC Symbol;Acc:HGNC:9565]"
"988","HLA-B",2.98252850392377e-38,0.881599653545324,0.288,0.687,6.48043793332557e-34,"major histocompatibility complex, class I, B [Source:HGNC Symbol;Acc:HGNC:4932]"
"989","PSMB3",4.74466334354985e-38,0.569052365096255,0.386,0.964,1.03092045128651e-33,"proteasome subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:9540]"
"990","CHMP3",1.22011018163719e-37,0.404195051634775,0.399,0.992,2.65105540266129e-33,"charged multivesicular body protein 3 [Source:HGNC Symbol;Acc:HGNC:29865]"
"991","PSMD11",7.70441381229801e-37,0.898925501027609,0.349,0.852,1.67401503313611e-32,"proteasome 26S subunit, non-ATPase 11 [Source:HGNC Symbol;Acc:HGNC:9556]"
"992","NDUFA13",2.96127925545666e-36,0.587710398068002,0.386,0.954,6.43426756625623e-32,"NADH:ubiquinone oxidoreductase subunit A13 [Source:HGNC Symbol;Acc:HGNC:17194]"
"993","DPYSL2",3.95684776845547e-35,0.76228081179927,0.344,0.821,8.59743883130004e-31,"dihydropyrimidinase like 2 [Source:HGNC Symbol;Acc:HGNC:3014]"
"994","TMED10",2.32945343118865e-34,0.503897927767792,0.399,0.984,5.06143641528669e-30,"transmembrane p24 trafficking protein 10 [Source:HGNC Symbol;Acc:HGNC:16998]"
"995","PTMS",2.98941240984977e-34,0.307608477565263,0.419,0.992,6.49539528412157e-30,"parathymosin [Source:HGNC Symbol;Acc:HGNC:9629]"
"996","GSPT1",6.65608460515447e-34,0.531344402752493,0.399,0.984,1.44623406300796e-29,"G1 to S phase transition 1 [Source:HGNC Symbol;Acc:HGNC:4621]"
"997","TRA2A",1.35764688347712e-32,0.987889952069352,0.36,0.865,2.94989514841908e-28,"transformer 2 alpha homolog [Source:HGNC Symbol;Acc:HGNC:16645]"
"998","PSMB1",2.68188752457892e-32,0.341201568331006,0.41,0.989,5.82720521340508e-28,"proteasome subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:9537]"
"999","SERPINB1",4.83561770484123e-32,0.25534539564211,0.425,0.982,1.0506830149079e-27,"serpin family B member 1 [Source:HGNC Symbol;Acc:HGNC:3311]"
"1000","HNRNPA2B1",5.18751724598647e-32,0.500299407805196,0.662,0.999,1.12714374720794e-27,"heterogeneous nuclear ribonucleoprotein A2/B1 [Source:HGNC Symbol;Acc:HGNC:5033]"
"1001","CEACAM6",2.1032754806903e-31,0.380983686697475,0.351,0.755,4.56999696444389e-27,"carcinoembryonic antigen related cell adhesion molecule 6 [Source:HGNC Symbol;Acc:HGNC:1818]"
"1002","CHURC1",3.05641740700112e-30,0.663257403485109,0.397,0.966,6.64098374193204e-26,"churchill domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20099]"
"1003","PCNA",4.92078147087951e-30,0.803948448131185,0.319,0.729,1.0691873979927e-25,"proliferating cell nuclear antigen [Source:HGNC Symbol;Acc:HGNC:8729]"
"1004","CAP1",5.25236019930654e-30,0.499213756033002,0.405,0.978,1.14123282410532e-25,"cyclase associated actin cytoskeleton regulatory protein 1 [Source:HGNC Symbol;Acc:HGNC:20040]"
"1005","EIF4G2",5.470382609222e-30,0.316021344241178,0.414,0.994,1.18860473333176e-25,"eukaryotic translation initiation factor 4 gamma 2 [Source:HGNC Symbol;Acc:HGNC:3297]"
"1006","RAB5IF",5.49626342113621e-30,0.260461663356491,0.424,0.991,1.19422811614448e-25,"RAB5 interacting factor [Source:HGNC Symbol;Acc:HGNC:15870]"
"1007","CSNK1A1",6.00895563829902e-30,0.718617640823375,0.4,0.974,1.30562588108961e-25,"casein kinase 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:2451]"
"1008","RHOA",1.15051068315429e-29,0.437456770927548,0.411,0.992,2.49982961235764e-25,"ras homolog family member A [Source:HGNC Symbol;Acc:HGNC:667]"
"1009","CDKN3",1.32068977311845e-29,0.625322893876947,0.308,0.674,2.86959473903176e-25,"cyclin dependent kinase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:1791]"
"1010","PCBP1",3.94834046850678e-29,0.647023119883377,0.613,0.999,8.57895416997153e-25,"poly(rC) binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8647]"
"1011","CTNND1",1.00848761017101e-28,0.950601971953882,0.354,0.826,2.19124187937957e-24,"catenin delta 1 [Source:HGNC Symbol;Acc:HGNC:2515]"
"1012","LDHA",1.26556468645489e-28,0.825282006082341,0.6,0.984,2.74981895072918e-24,"lactate dehydrogenase A [Source:HGNC Symbol;Acc:HGNC:6535]"
"1013","SEPT7",5.20077570779231e-28,0.677088132270191,0.403,0.968,1.13002454578911e-23,NA
"1014","SMC4",5.84139268830645e-28,0.765053236791009,0.264,0.583,1.26921780331523e-23,"structural maintenance of chromosomes 4 [Source:HGNC Symbol;Acc:HGNC:14013]"
"1015","NUCKS1",2.9229473940718e-27,1.09476869355456,0.588,0.968,6.35098009783921e-23,"nuclear casein kinase and cyclin dependent kinase substrate 1 [Source:HGNC Symbol;Acc:HGNC:29923]"
"1016","CALR",5.96336717998606e-27,0.899530876292597,0.6,0.989,1.29572042086737e-22,"calreticulin [Source:HGNC Symbol;Acc:HGNC:1455]"
"1017","ARPC3",3.94468298312992e-26,0.268604500639601,0.428,0.995,8.57100718574469e-22,"actin related protein 2/3 complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:706]"
"1018","MT2A",2.79122439433317e-25,0.629607270382238,0.337,0.722,6.0647723640071e-21,"metallothionein 2A [Source:HGNC Symbol;Acc:HGNC:7406]"
"1019","EI24",1.19800543976456e-24,0.408225592692387,0.419,0.989,2.60302621952044e-20,"EI24 autophagy associated transmembrane protein [Source:HGNC Symbol;Acc:HGNC:13276]"
"1020","HSPH1",1.59387562692102e-24,0.604164728868576,0.413,0.97,3.46317296217398e-20,"heat shock protein family H (Hsp110) member 1 [Source:HGNC Symbol;Acc:HGNC:16969]"
"1021","ID1",3.40610943225494e-24,1.07397408287067,0.583,0.91,7.40079457440352e-20,"inhibitor of DNA binding 1, HLH protein [Source:HGNC Symbol;Acc:HGNC:5360]"
"1022","HNRNPAB",3.94191154148254e-24,0.527318167721075,0.413,0.973,8.56498539733327e-20,"heterogeneous nuclear ribonucleoprotein A/B [Source:HGNC Symbol;Acc:HGNC:5034]"
"1023","EIF5A",5.97661062742536e-24,0.647215349255963,0.416,0.957,1.29859795712698e-19,"eukaryotic translation initiation factor 5A [Source:HGNC Symbol;Acc:HGNC:3300]"
"1024","MYL12A",6.23947065670328e-24,0.385430084699171,0.43,0.991,1.35571218428849e-19,"myosin light chain 12A [Source:HGNC Symbol;Acc:HGNC:16701]"
"1025","SERBP1",8.64403606541135e-24,0.4988560405321,0.615,0.998,1.87817615629258e-19,"SERPINE1 mRNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17860]"
"1026","UFM1",9.30961109050969e-24,0.501067640984322,0.421,0.984,2.02279229774595e-19,"ubiquitin fold modifier 1 [Source:HGNC Symbol;Acc:HGNC:20597]"
"1027","UQCRFS1",1.73944406898283e-23,0.287289067131553,0.429,0.998,3.77946407308589e-19,"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:12587]"
"1028","CYB5B",1.9359025610461e-23,0.3760155035183,0.437,0.993,4.20632908464096e-19,"cytochrome b5 type B [Source:HGNC Symbol;Acc:HGNC:24374]"
"1029","HSP90B1",8.49737775179341e-23,0.985059963252031,0.589,0.974,1.84631023790967e-18,"heat shock protein 90 beta family member 1 [Source:HGNC Symbol;Acc:HGNC:12028]"
"1030","XRCC5",1.22385039589448e-22,0.780540770712372,0.404,0.944,2.65918214019952e-18,"X-ray repair cross complementing 5 [Source:HGNC Symbol;Acc:HGNC:12833]"
"1031","HMGN2",3.73563026796284e-22,0.600137907588161,0.657,0.995,8.11677744622965e-18,"high mobility group nucleosomal binding domain 2 [Source:HGNC Symbol;Acc:HGNC:4986]"
"1032","H2AFY",4.53352350821529e-22,0.571033276834927,0.419,0.987,9.85043987865017e-18,"H2A histone family member Y [Source:HGNC Symbol;Acc:HGNC:4740]"
"1033","RAB1A",1.50740848598128e-21,0.535011992509996,0.422,0.981,3.27529715834012e-17,"RAB1A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9758]"
"1034","SFPQ",6.0194978067548e-21,0.758335444226718,0.418,0.976,1.30791648345168e-16,"splicing factor proline and glutamine rich [Source:HGNC Symbol;Acc:HGNC:10774]"
"1035","POMP",8.24230737042747e-21,0.353651096936501,0.68,1,1.79088854544648e-16,"proteasome maturation protein [Source:HGNC Symbol;Acc:HGNC:20330]"
"1036","RBM25",9.1638909088625e-21,0.725554172957623,0.418,0.977,1.99113021667764e-16,"RNA binding motif protein 25 [Source:HGNC Symbol;Acc:HGNC:23244]"
"1037","RANBP1",3.85890039119738e-20,0.473808402619604,0.431,0.968,8.38461876999367e-16,"RAN binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9847]"
"1038","CTNNB1",4.69470059354133e-20,1.4626289069387,0.569,0.898,1.02006454496466e-15,"catenin beta 1 [Source:HGNC Symbol;Acc:HGNC:2514]"
"1039","ARF4",1.82565881423451e-19,0.825288208687057,0.39,0.87,3.96679147156874e-15,"ADP ribosylation factor 4 [Source:HGNC Symbol;Acc:HGNC:655]"
"1040","COX6C",4.54629707388324e-19,0.406853372818509,0.434,0.994,9.87819428213349e-15,"cytochrome c oxidase subunit 6C [Source:HGNC Symbol;Acc:HGNC:2285]"
"1041","CALM1",5.02997527443625e-19,0.386461896549529,0.667,1,1.09291302762951e-14,"calmodulin 1 [Source:HGNC Symbol;Acc:HGNC:1442]"
"1042","MTHFD2",5.54003255061343e-19,0.658692431442675,0.416,0.944,1.20373827259729e-14,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:7434]"
"1043","H2AFZ",5.69398539013619e-19,0.523794427906561,0.663,0.997,1.23718914556879e-14,"H2A histone family member Z [Source:HGNC Symbol;Acc:HGNC:4741]"
"1044","MGST3",2.41122184578711e-18,0.655294841013132,0.423,0.969,5.23910282652622e-14,"microsomal glutathione S-transferase 3 [Source:HGNC Symbol;Acc:HGNC:7064]"
"1045","HNRNPR",3.58234276768289e-18,0.646478433260283,0.425,0.976,7.78371436562138e-14,"heterogeneous nuclear ribonucleoprotein R [Source:HGNC Symbol;Acc:HGNC:5047]"
"1046","CCND1",1.10057342177019e-17,0.301185092870588,0.452,0.985,2.39132593082226e-13,"cyclin D1 [Source:HGNC Symbol;Acc:HGNC:1582]"
"1047","CANX",1.45712501881362e-17,0.726814031404491,0.423,0.971,3.16604124087823e-13,"calnexin [Source:HGNC Symbol;Acc:HGNC:1473]"
"1048","CKS2",1.59629545994423e-17,0.715767036839284,0.423,0.932,3.46843077536682e-13,"CDC28 protein kinase regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:2000]"
"1049","CKLF",1.72518999252642e-16,0.455865380133734,0.444,0.984,3.74849281576141e-12,"chemokine like factor [Source:HGNC Symbol;Acc:HGNC:13253]"
"1050","SNRPB",3.39696046360405e-16,0.274206298505088,0.458,0.99,7.38091569531888e-12,"small nuclear ribonucleoprotein polypeptides B and B1 [Source:HGNC Symbol;Acc:HGNC:11153]"
"1051","SRSF2",7.27420099419922e-16,0.537599855368488,0.437,0.986,1.58053839201961e-11,"serine and arginine rich splicing factor 2 [Source:HGNC Symbol;Acc:HGNC:10783]"
"1052","RNF43",1.16983154530658e-15,0.729444445112906,0.425,0.958,2.54180998164215e-11,"ring finger protein 43 [Source:HGNC Symbol;Acc:HGNC:18505]"
"1053","ACTR2",1.79133728781766e-15,0.484350678050816,0.44,0.995,3.8922176589702e-11,"actin related protein 2 [Source:HGNC Symbol;Acc:HGNC:169]"
"1054","ATP5F1B",2.30371148538907e-15,0.452439926283544,0.44,0.994,5.00550431545337e-11,"ATP synthase F1 subunit beta [Source:HGNC Symbol;Acc:HGNC:830]"
"1055","LDHB",2.49082385949004e-15,0.469360734543349,0.436,0.969,5.41206208189996e-11,"lactate dehydrogenase B [Source:HGNC Symbol;Acc:HGNC:6541]"
"1056","LGALS1",3.24797039986452e-15,0.38800636206577,0.437,0.829,7.05719008482563e-11,"galectin 1 [Source:HGNC Symbol;Acc:HGNC:6561]"
"1057","SSBP1",4.05667938188165e-15,0.503929403909432,0.439,0.992,8.81435296095246e-11,"single stranded DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11317]"
"1058","HNRNPU",2.35959357603388e-14,0.503509310224274,0.443,0.992,5.12692492200641e-10,"heterogeneous nuclear ribonucleoprotein U [Source:HGNC Symbol;Acc:HGNC:5048]"
"1059","SYPL1",2.92495230954703e-14,0.836512301669035,0.424,0.949,6.35533637818378e-10,"synaptophysin like 1 [Source:HGNC Symbol;Acc:HGNC:11507]"
"1060","DDX5",3.41924861355107e-14,0.591778146440238,0.588,0.999,7.42934338752376e-10,"DEAD-box helicase 5 [Source:HGNC Symbol;Acc:HGNC:2746]"
"1061","EIF2S2",4.80820794542e-14,0.397647792579459,0.622,1,1.04472742238086e-09,"eukaryotic translation initiation factor 2 subunit beta [Source:HGNC Symbol;Acc:HGNC:3266]"
"1062","FKBP1A",5.05973130735739e-14,0.548959271436426,0.581,0.996,1.09937841846261e-09,"FKBP prolyl isomerase 1A [Source:HGNC Symbol;Acc:HGNC:3711]"
"1063","FAM133B",6.32551807461097e-14,0.641545188730321,0.438,0.984,1.37440856725147e-09,"family with sequence similarity 133 member B [Source:HGNC Symbol;Acc:HGNC:28629]"
"1064","SDC4",7.4998890768548e-14,1.01923087210782,0.314,0.625,1.62957589861901e-09,"syndecan 4 [Source:HGNC Symbol;Acc:HGNC:10661]"
"1065","GNG5",2.86706701660197e-13,0.263788117381588,0.458,0.998,6.22956321367277e-09,"G protein subunit gamma 5 [Source:HGNC Symbol;Acc:HGNC:4408]"
"1066","TIMP1",3.30704341004149e-12,0.285865072383721,0.482,0.992,7.18554392133814e-08,"TIMP metallopeptidase inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:11820]"
"1067","CD81",4.60050308631828e-12,0.628481616487697,0.442,0.982,9.99597310595236e-08,"CD81 molecule [Source:HGNC Symbol;Acc:HGNC:1701]"
"1068","FAT1",1.51834874307598e-11,0.809174289195898,0.424,0.924,3.29906814895549e-07,"FAT atypical cadherin 1 [Source:HGNC Symbol;Acc:HGNC:3595]"
"1069","TMED2",3.42130794637032e-11,0.585844257227205,0.445,0.987,7.43381790587344e-07,"transmembrane p24 trafficking protein 2 [Source:HGNC Symbol;Acc:HGNC:16996]"
"1070","TUBA1B",4.24506067781222e-11,0.484926852181769,0.651,0.961,9.2236678407504e-07,"tubulin alpha 1b [Source:HGNC Symbol;Acc:HGNC:18809]"
"1071","RAN",1.93420586799692e-10,0.32380164809399,0.627,0.999,4.20264250998371e-06,"RAN, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9846]"
"1072","CAPNS1",4.1282025060729e-10,0.319893194499183,0.466,0.998,8.9697584051952e-06,"calpain small subunit 1 [Source:HGNC Symbol;Acc:HGNC:1481]"
"1073","SFN",6.07669790350986e-10,0.506263439284885,0.461,0.956,1.32034492047462e-05,"stratifin [Source:HGNC Symbol;Acc:HGNC:10773]"
"1074","NQO1",2.8485746102863e-09,0.582451385309505,0.459,0.968,6.18938291323008e-05,"NAD(P)H quinone dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:2874]"
"1075","APLP2",5.97707013465957e-09,0.817886823480592,0.444,0.962,0.000129869779885883,"amyloid beta precursor like protein 2 [Source:HGNC Symbol;Acc:HGNC:598]"
"1076","HNRNPM",6.46160936225466e-09,0.696291068444924,0.45,0.979,0.000140397848223069,"heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:HGNC:5046]"
"1077","MORF4L1",1.01629030895531e-08,0.88104910257473,0.443,0.962,0.000220819558329809,"mortality factor 4 like 1 [Source:HGNC Symbol;Acc:HGNC:16989]"
"1078","RBBP4",1.85860916622154e-08,1.13687662253132,0.533,0.935,0.000403838599636617,"RB binding protein 4, chromatin remodeling factor [Source:HGNC Symbol;Acc:HGNC:9887]"
"1079","RPN2",6.49651214865969e-08,0.811372611417914,0.447,0.963,0.00141156215966078,"ribophorin II [Source:HGNC Symbol;Acc:HGNC:10382]"
"1080","SOX9",1.03324661156581e-07,0.889178446633168,0.443,0.942,0.00224503823761018,"SRY-box transcription factor 9 [Source:HGNC Symbol;Acc:HGNC:11204]"
"1081","TAGLN2",2.23549396672339e-07,0.651426495507785,0.454,0.973,0.00485728129089658,"transgelin 2 [Source:HGNC Symbol;Acc:HGNC:11554]"
"1082","EIF3A",2.38125512171669e-07,0.524539089612528,0.465,0.996,0.00517399112846602,"eukaryotic translation initiation factor 3 subunit A [Source:HGNC Symbol;Acc:HGNC:3271]"
"1083","CXCL5",2.44671205057647e-07,1.05460322966682,0.386,0.734,0.00531621594349255,"C-X-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10642]"
"1084","PRRC2C",2.51035293008191e-07,0.799183953582107,0.453,0.977,0.00545449484648198,"proline rich coiled-coil 2C [Source:HGNC Symbol;Acc:HGNC:24903]"
"1085","LMNA",2.68456214950588e-07,0.403058903002753,0.477,0.992,0.00583301663844637,"lamin A/C [Source:HGNC Symbol;Acc:HGNC:6636]"
"1086","SRP14",2.83199424925067e-07,0.30252327256655,0.616,0.999,0.00615335710477185,"signal recognition particle 14 [Source:HGNC Symbol;Acc:HGNC:11299]"
"1087","HSPD1",3.46019616835899e-07,0.516226724101486,0.576,0.996,0.00751831423461042,"heat shock protein family D (Hsp60) member 1 [Source:HGNC Symbol;Acc:HGNC:5261]"
"1088","LYZ",4.31621791072309e-07,0.722339760250531,0.574,0.945,0.00937827827641912,"lysozyme [Source:HGNC Symbol;Acc:HGNC:6740]"
"1089","MIF",4.50897957516793e-07,0.474115139761345,0.57,0.997,0.00979711082092487,"macrophage migration inhibitory factor [Source:HGNC Symbol;Acc:HGNC:7097]"
"1090","ATP5MC3",6.33795960729008e-07,0.29040969410702,0.483,0.998,0.0137711186347199,"ATP synthase membrane subunit c locus 3 [Source:HGNC Symbol;Acc:HGNC:843]"
"1091","SLC25A3",8.89347997011096e-07,0.47934338194361,0.566,0.997,0.0193237532790571,"solute carrier family 25 member 3 [Source:HGNC Symbol;Acc:HGNC:10989]"
"1092","MGST1",9.42575603095296e-07,0.610345882362363,0.461,0.973,0.0204802827040546,"microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061]"
"1093","DYNLL1",1.358868583407e-06,0.317237340737156,0.629,0.999,0.0295254965802672,"dynein light chain LC8-type 1 [Source:HGNC Symbol;Acc:HGNC:15476]"
"1094","YWHAQ",1.53478156664382e-06,0.336727719804409,0.481,0.999,0.0333477338800369,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta [Source:HGNC Symbol;Acc:HGNC:12854]"
"1095","TUBA1C",1.66064410429718e-06,0.558344213739513,0.471,0.967,0.0360824750981692,"tubulin alpha 1c [Source:HGNC Symbol;Acc:HGNC:20768]"
"1096","JUND",2.01107995046372e-06,1.00753443640021,0.434,0.902,0.0436967451636758,"JunD proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6206]"
"1097","PSMA3",3.57604051960429e-06,0.7866227945208,0.458,0.975,0.077700208409962,"proteasome subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:9532]"
"1098","PA2G4",5.40503067805925e-06,0.614136198399352,0.551,0.992,0.117440506572871,"proliferation-associated 2G4 [Source:HGNC Symbol;Acc:HGNC:8550]"
"1099","TOP1",7.43600907962433e-06,0.760038031562009,0.46,0.976,0.161569605282077,"DNA topoisomerase I [Source:HGNC Symbol;Acc:HGNC:11986]"
"1100","MGST2",1.06234090109797e-05,1.13180194958805,0.531,0.961,0.230825430990568,"microsomal glutathione S-transferase 2 [Source:HGNC Symbol;Acc:HGNC:7063]"
"1101","ATP5MC2",2.25984519399297e-05,0.276642992218109,0.496,0.997,0.491019163750793,"ATP synthase membrane subunit c locus 2 [Source:HGNC Symbol;Acc:HGNC:842]"
"1102","ACTN4",2.7246916014417e-05,0.293723546945691,0.495,0.999,0.592020991161252,"actinin alpha 4 [Source:HGNC Symbol;Acc:HGNC:166]"
"1103","PABPN1",4.22004179845531e-05,1.05070188476067,0.526,0.964,0.916930681968371,"poly(A) binding protein nuclear 1 [Source:HGNC Symbol;Acc:HGNC:8565]"
"1104","PDIA6",4.68692732695251e-05,0.576860335615799,0.558,0.997,1,"protein disulfide isomerase family A member 6 [Source:HGNC Symbol;Acc:HGNC:30168]"
"1105","VDAC1",0.000142707946369018,0.573088512223926,0.471,0.992,1,"voltage dependent anion channel 1 [Source:HGNC Symbol;Acc:HGNC:12669]"
"1106","MAT2A",0.000304849621058909,1.02503290984134,0.524,0.966,1,"methionine adenosyltransferase 2A [Source:HGNC Symbol;Acc:HGNC:6904]"
"1107","PDIA4",0.000829006542196203,0.799403644916631,0.472,0.966,1,"protein disulfide isomerase family A member 4 [Source:HGNC Symbol;Acc:HGNC:30167]"
"1108","DAD1",0.00150929434034091,0.401141412797809,0.561,0.997,1,"defender against cell death 1 [Source:HGNC Symbol;Acc:HGNC:2664]"
"1109","DDX21",0.00668925428458767,0.605857455755925,0.482,0.987,1,"DExD-box helicase 21 [Source:HGNC Symbol;Acc:HGNC:2744]"
