"","genes","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","description"
"1902","PHLDA2",0,1.49160869229515,0.995,0.775,0,"SNU719","PHLDA2","pleckstrin homology like domain family A member 2 [Source:HGNC Symbol;Acc:HGNC:12385]"
"1903","CENPX",0,1.47062001107359,1,0.955,0,"SNU719","CENPX","centromere protein X [Source:HGNC Symbol;Acc:HGNC:11422]"
"1904","TSC22D1",0,1.46465273224363,0.995,0.858,0,"SNU719","TSC22D1","TSC22 domain family member 1 [Source:HGNC Symbol;Acc:HGNC:16826]"
"1905","METRN",0,1.43761472437585,0.975,0.497,0,"SNU719","METRN","meteorin, glial cell differentiation regulator [Source:HGNC Symbol;Acc:HGNC:14151]"
"1906","LMO7",0,1.43754972811311,0.962,0.519,0,"SNU719","LMO7","LIM domain 7 [Source:HGNC Symbol;Acc:HGNC:6646]"
"1907","ELOB",0,1.42633781166757,1,1,0,"SNU719","ELOB","elongin B [Source:HGNC Symbol;Acc:HGNC:11619]"
"1908","POMP",0,1.41754877346303,1,0.98,0,"SNU719","POMP","proteasome maturation protein [Source:HGNC Symbol;Acc:HGNC:20330]"
"1909","KRT8",0,1.4175385612583,1,1,0,"SNU719","KRT8","keratin 8 [Source:HGNC Symbol;Acc:HGNC:6446]"
"1910","S100A6",0,1.39880793040512,1,1,0,"SNU719","S100A6","S100 calcium binding protein A6 [Source:HGNC Symbol;Acc:HGNC:10496]"
"1911","FAM173A",0,1.39045470607342,0.997,0.832,0,"SNU719","FAM173A",NA
"1912","GCHFR",0,1.39042462351494,0.971,0.654,0,"SNU719","GCHFR","GTP cyclohydrolase I feedback regulator [Source:HGNC Symbol;Acc:HGNC:4194]"
"1913","SLC9A3R1",0,1.38546421942779,0.983,0.583,0,"SNU719","SLC9A3R1","SLC9A3 regulator 1 [Source:HGNC Symbol;Acc:HGNC:11075]"
"1914","CSAG1",0,1.37892142357697,0.926,0.051,0,"SNU719","CSAG1","chondrosarcoma associated gene 1 [Source:HGNC Symbol;Acc:HGNC:24294]"
"1915","EFHD2",0,1.37520371594611,0.99,0.734,0,"SNU719","EFHD2","EF-hand domain family member D2 [Source:HGNC Symbol;Acc:HGNC:28670]"
"1916","PSMD8",0,1.34865455893125,1,0.932,0,"SNU719","PSMD8","proteasome 26S subunit, non-ATPase 8 [Source:HGNC Symbol;Acc:HGNC:9566]"
"1917","DUSP6",0,1.33734751547382,0.906,0.265,0,"SNU719","DUSP6","dual specificity phosphatase 6 [Source:HGNC Symbol;Acc:HGNC:3072]"
"1918","CDH1",0,1.32727595666643,0.904,0.243,0,"SNU719","CDH1","cadherin 1 [Source:HGNC Symbol;Acc:HGNC:1748]"
"1919","NPDC1",0,1.30939846600956,0.906,0.122,0,"SNU719","NPDC1","neural proliferation, differentiation and control 1 [Source:HGNC Symbol;Acc:HGNC:7899]"
"1920","JPT1",0,1.30300746949593,1,0.979,0,"SNU719","JPT1","Jupiter microtubule associated homolog 1 [Source:HGNC Symbol;Acc:HGNC:14569]"
"1921","GTF3A",0,1.28708280675781,1,0.981,0,"SNU719","GTF3A","general transcription factor IIIA [Source:HGNC Symbol;Acc:HGNC:4662]"
"1922","TMEM54",0,1.2821423969173,0.996,0.904,0,"SNU719","TMEM54","transmembrane protein 54 [Source:HGNC Symbol;Acc:HGNC:24143]"
"1923","CAVIN1",0,1.2808668011122,0.823,0.037,0,"SNU719","CAVIN1","caveolae associated protein 1 [Source:HGNC Symbol;Acc:HGNC:9688]"
"1924","SDF2L1",0,1.27533287010663,0.987,0.786,0,"SNU719","SDF2L1","stromal cell derived factor 2 like 1 [Source:HGNC Symbol;Acc:HGNC:10676]"
"1925","PTEN",0,1.25579974057524,0.886,0.01,0,"SNU719","PTEN","phosphatase and tensin homolog [Source:HGNC Symbol;Acc:HGNC:9588]"
"1926","KRT19",0,1.25090851017464,1,0.998,0,"SNU719","KRT19","keratin 19 [Source:HGNC Symbol;Acc:HGNC:6436]"
"1927","EIF3K",0,1.24784739810083,1,0.99,0,"SNU719","EIF3K","eukaryotic translation initiation factor 3 subunit K [Source:HGNC Symbol;Acc:HGNC:24656]"
"1928","CYB5B",0,1.24067821298814,0.995,0.874,0,"SNU719","CYB5B","cytochrome b5 type B [Source:HGNC Symbol;Acc:HGNC:24374]"
"1929","TP53TG1",0,1.22703034344354,0.958,0.589,0,"SNU719","TP53TG1","TP53 target 1 [Source:HGNC Symbol;Acc:HGNC:17026]"
"1930","SNX10",0,1.2184545779574,0.822,0.002,0,"SNU719","SNX10","sorting nexin 10 [Source:HGNC Symbol;Acc:HGNC:14974]"
"1931","MPG",0,1.21251746230671,0.997,0.822,0,"SNU719","MPG","N-methylpurine DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:7211]"
"1932","HOXA10",0,1.19870064730031,0.863,0.061,0,"SNU719","HOXA10","homeobox A10 [Source:HGNC Symbol;Acc:HGNC:5100]"
"1933","OST4",0,1.18904695485098,1,1,0,"SNU719","OST4","oligosaccharyltransferase complex subunit 4, non-catalytic [Source:HGNC Symbol;Acc:HGNC:32483]"
"1934","HSPH1",0,1.1880662953591,0.979,0.693,0,"SNU719","HSPH1","heat shock protein family H (Hsp110) member 1 [Source:HGNC Symbol;Acc:HGNC:16969]"
"1935","CAPNS1",0,1.18687002438809,1,0.91,0,"SNU719","CAPNS1","calpain small subunit 1 [Source:HGNC Symbol;Acc:HGNC:1481]"
"1936","PKM",0,1.18399495745915,1,0.98,0,"SNU719","PKM","pyruvate kinase M1/2 [Source:HGNC Symbol;Acc:HGNC:9021]"
"1937","HEBP2",0,1.1813391035939,1,0.95,0,"SNU719","HEBP2","heme binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15716]"
"1938","DEF8",0,1.14772773682189,0.966,0.545,0,"SNU719","DEF8","differentially expressed in FDCP 8 homolog [Source:HGNC Symbol;Acc:HGNC:25969]"
"1939","NDUFA4",0,1.14188009276212,1,1,0,"SNU719","NDUFA4","NDUFA4 mitochondrial complex associated [Source:HGNC Symbol;Acc:HGNC:7687]"
"1940","PERP",0,1.1317065660441,1,0.987,0,"SNU719","PERP","p53 apoptosis effector related to PMP22 [Source:HGNC Symbol;Acc:HGNC:17637]"
"1941","ADAP1",0,1.10908558707847,0.9,0.225,0,"SNU719","ADAP1","ArfGAP with dual PH domains 1 [Source:HGNC Symbol;Acc:HGNC:16486]"
"1942","BAX",0,1.10830357185859,0.999,0.916,0,"SNU719","BAX","BCL2 associated X, apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:959]"
"1943","SEC61G",0,1.10332835071969,1,0.998,0,"SNU719","SEC61G","SEC61 translocon gamma subunit [Source:HGNC Symbol;Acc:HGNC:18277]"
"1944","SKAP2",0,1.09617194825294,0.808,0.001,0,"SNU719","SKAP2","src kinase associated phosphoprotein 2 [Source:HGNC Symbol;Acc:HGNC:15687]"
"1945","NME1",0,1.0884605160954,0.997,0.942,0,"SNU719","NME1","NME/NM23 nucleoside diphosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:7849]"
"1946","CHCHD2",0,1.07877325061027,1,1,0,"SNU719","CHCHD2","coiled-coil-helix-coiled-coil-helix domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21645]"
"1947","NDUFAF8",0,1.07498794043018,0.999,0.984,0,"SNU719","NDUFAF8","NADH:ubiquinone oxidoreductase complex assembly factor 8 [Source:HGNC Symbol;Acc:HGNC:33551]"
"1948","COX6B1",0,1.07128611910855,1,1,0,"SNU719","COX6B1","cytochrome c oxidase subunit 6B1 [Source:HGNC Symbol;Acc:HGNC:2280]"
"1949","AP1S1",0,1.06738737195384,1,0.97,0,"SNU719","AP1S1","adaptor related protein complex 1 subunit sigma 1 [Source:HGNC Symbol;Acc:HGNC:559]"
"1950","UFM1",0,1.03743965453084,0.993,0.86,0,"SNU719","UFM1","ubiquitin fold modifier 1 [Source:HGNC Symbol;Acc:HGNC:20597]"
"1951","RPS27L",0,1.01850342969459,1,1,0,"SNU719","RPS27L","ribosomal protein S27 like [Source:HGNC Symbol;Acc:HGNC:18476]"
"1952","TMEM147",0,1.01126017665638,1,0.989,0,"SNU719","TMEM147","transmembrane protein 147 [Source:HGNC Symbol;Acc:HGNC:30414]"
"1953","PDCD5",0,1.0069151983381,1,0.999,0,"SNU719","PDCD5","programmed cell death 5 [Source:HGNC Symbol;Acc:HGNC:8764]"
"1954","PPM1G",0,0.999634596877664,1,0.974,0,"SNU719","PPM1G","protein phosphatase, Mg2+/Mn2+ dependent 1G [Source:HGNC Symbol;Acc:HGNC:9278]"
"1955","PSMB7",0,0.994777859744392,0.997,0.921,0,"SNU719","PSMB7","proteasome subunit beta 7 [Source:HGNC Symbol;Acc:HGNC:9544]"
"1956","TXNDC17",0,0.965154243130711,0.999,0.979,0,"SNU719","TXNDC17","thioredoxin domain containing 17 [Source:HGNC Symbol;Acc:HGNC:28218]"
"1957","MRPS12",0,0.964213253332753,0.999,0.973,0,"SNU719","MRPS12","mitochondrial ribosomal protein S12 [Source:HGNC Symbol;Acc:HGNC:10380]"
"1958","EIF3I",0,0.947909361972475,1,0.94,0,"SNU719","EIF3I","eukaryotic translation initiation factor 3 subunit I [Source:HGNC Symbol;Acc:HGNC:3272]"
"1959","PHB",0,0.943668683664339,0.999,0.959,0,"SNU719","PHB","prohibitin [Source:HGNC Symbol;Acc:HGNC:8912]"
"1960","MT-ND5",0,0.941251476923567,1,1,0,"SNU719","MT-ND5","mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5 [Source:HGNC Symbol;Acc:HGNC:7461]"
"1961","POLR2I",0,0.931124604690295,1,0.983,0,"SNU719","POLR2I","RNA polymerase II subunit I [Source:HGNC Symbol;Acc:HGNC:9196]"
"1962","POLR1D",0,0.837859395144407,1,0.986,0,"SNU719","POLR1D","RNA polymerase I and III subunit D [Source:HGNC Symbol;Acc:HGNC:20422]"
"1963","NDUFB2",0,0.815366616067213,1,1,0,"SNU719","NDUFB2","NADH:ubiquinone oxidoreductase subunit B2 [Source:HGNC Symbol;Acc:HGNC:7697]"
"1964","COPS9",0,0.808334176595246,1,0.994,0,"SNU719","COPS9","COP9 signalosome subunit 9 [Source:HGNC Symbol;Acc:HGNC:21314]"
"1965","PSMA7",0,0.801748555163569,1,1,0,"SNU719","PSMA7","proteasome subunit alpha 7 [Source:HGNC Symbol;Acc:HGNC:9536]"
"1966","COX7A2L",0,0.729247652425995,1,0.996,0,"SNU719","COX7A2L","cytochrome c oxidase subunit 7A2 like [Source:HGNC Symbol;Acc:HGNC:2289]"
"1967","RPL36AL",0,0.724545342402305,1,1,0,"SNU719","RPL36AL","ribosomal protein L36a like [Source:HGNC Symbol;Acc:HGNC:10346]"
"1968","MT-CO2",0,0.704604013676078,1,1,0,"SNU719","MT-CO2","mitochondrially encoded cytochrome c oxidase II [Source:HGNC Symbol;Acc:HGNC:7421]"
"1969","ATP5F1E",0,0.69984024775648,1,1,0,"SNU719","ATP5F1E","ATP synthase F1 subunit epsilon [Source:HGNC Symbol;Acc:HGNC:838]"
"1970","TOMM7",0,0.678588759049112,1,1,0,"SNU719","TOMM7","translocase of outer mitochondrial membrane 7 [Source:HGNC Symbol;Acc:HGNC:21648]"
"1971","RPL21",0,0.614366051269379,1,1,0,"SNU719","RPL21","ribosomal protein L21 [Source:HGNC Symbol;Acc:HGNC:10313]"
"1972","RPS19",0,0.60644708759493,1,1,0,"SNU719","RPS19","ribosomal protein S19 [Source:HGNC Symbol;Acc:HGNC:10402]"
"1973","RPL18",0,0.560062055673098,1,1,0,"SNU719","RPL18","ribosomal protein L18 [Source:HGNC Symbol;Acc:HGNC:10310]"
"1974","SELENOW",8.55655767652758e-308,0.949678308029266,0.997,0.911,1.6647638615452e-303,"SNU719","SELENOW","selenoprotein W [Source:HGNC Symbol;Acc:HGNC:10752]"
"1975","MT-ATP6",1.66335481054311e-306,0.833442152262594,1,1,3.23622311939267e-302,"SNU719","MT-ATP6","mitochondrially encoded ATP synthase membrane subunit 6 [Source:HGNC Symbol;Acc:HGNC:7414]"
"1976","PFDN5",1.93500487108148e-306,0.592410710622622,1,1,3.76474547717614e-302,"SNU719","PFDN5","prefoldin subunit 5 [Source:HGNC Symbol;Acc:HGNC:8869]"
"1977","ATP6V1F",4.82394711409475e-306,0.872423657939123,1,0.978,9.38547150518275e-302,"SNU719","ATP6V1F","ATPase H+ transporting V1 subunit F [Source:HGNC Symbol;Acc:HGNC:16832]"
"1978","LINC00665",2.2458046757197e-303,1.04769729732049,0.983,0.724,4.36943757708026e-299,"SNU719","LINC00665","long intergenic non-protein coding RNA 665 [Source:HGNC Symbol;Acc:HGNC:44323]"
"1979","NDUFS5",3.07714241794173e-300,0.809061885149389,1,1,5.98688828834743e-296,"SNU719","NDUFS5","NADH:ubiquinone oxidoreductase subunit S5 [Source:HGNC Symbol;Acc:HGNC:7712]"
"1980","AUP1",5.33145525957919e-300,0.883705706847784,0.999,0.92,1.03728793530373e-295,"SNU719","AUP1","AUP1 lipid droplet regulating VLDL assembly factor [Source:HGNC Symbol;Acc:HGNC:891]"
"1981","TMEM238",4.18727713071463e-298,1.0996173877478,0.976,0.766,8.14676638551838e-294,"SNU719","TMEM238","transmembrane protein 238 [Source:HGNC Symbol;Acc:HGNC:40042]"
"1982","SYNGR2",6.40294076178541e-296,0.902185893176624,0.998,0.929,1.24575615461297e-291,"SNU719","SYNGR2","synaptogyrin 2 [Source:HGNC Symbol;Acc:HGNC:11499]"
"1983","FAAP20",3.52252219011694e-295,0.842009507553478,0.998,0.941,6.85341917309152e-291,"SNU719","FAAP20","FA core complex associated protein 20 [Source:HGNC Symbol;Acc:HGNC:26428]"
"1984","UBA52",3.13811562093615e-292,0.425991625725884,1,1,6.10551775209337e-288,"SNU719","UBA52","ubiquitin A-52 residue ribosomal protein fusion product 1 [Source:HGNC Symbol;Acc:HGNC:12458]"
"1985","VAMP8",5.0158188847568e-292,0.988261867234337,0.996,0.913,9.75877722218283e-288,"SNU719","VAMP8","vesicle associated membrane protein 8 [Source:HGNC Symbol;Acc:HGNC:12647]"
"1986","JOSD2",6.24702229758015e-292,1.08064166705087,0.95,0.545,1.21542065821719e-287,"SNU719","JOSD2","Josephin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28853]"
"1987","SEM1",2.55712052156708e-290,0.609245163838121,1,1,4.97513368676091e-286,"SNU719","SEM1","SEM1 26S proteasome complex subunit [Source:HGNC Symbol;Acc:HGNC:10845]"
"1988","MALL",2.69995777170017e-288,1.48643041331602,0.864,0.19,5.25303784061985e-284,"SNU719","MALL","mal, T cell differentiation protein like [Source:HGNC Symbol;Acc:HGNC:6818]"
"1989","SNF8",1.03639389215236e-287,0.838551737059482,0.998,0.972,2.01640795657164e-283,"SNU719","SNF8","SNF8 subunit of ESCRT-II [Source:HGNC Symbol;Acc:HGNC:17028]"
"1990","AHCY",1.26647451858161e-286,0.97216710270482,0.99,0.877,2.46405282335238e-282,"SNU719","AHCY","adenosylhomocysteinase [Source:HGNC Symbol;Acc:HGNC:343]"
"1991","TMEM167A",1.07273603983845e-285,0.928810390891756,0.996,0.873,2.08711523910969e-281,"SNU719","TMEM167A","transmembrane protein 167A [Source:HGNC Symbol;Acc:HGNC:28330]"
"1992","NUDT14",4.33135320462284e-285,0.953496595251144,0.972,0.634,8.4270807949142e-281,"SNU719","NUDT14","nudix hydrolase 14 [Source:HGNC Symbol;Acc:HGNC:20141]"
"1993","DGUOK",2.0314844468428e-284,0.826286658938376,0.996,0.902,3.95245613977736e-280,"SNU719","DGUOK","deoxyguanosine kinase [Source:HGNC Symbol;Acc:HGNC:2858]"
"1994","FDXR",2.03336329326208e-283,1.18537166734049,0.852,0.206,3.9561116233707e-279,"SNU719","FDXR","ferredoxin reductase [Source:HGNC Symbol;Acc:HGNC:3642]"
"1995","TNNI3",2.18644099561186e-282,1.06488129747179,0.751,0.007,4.25393960106243e-278,"SNU719","TNNI3","troponin I3, cardiac type [Source:HGNC Symbol;Acc:HGNC:11947]"
"1996","ASPSCR1",2.01026168044777e-281,1.64919100298249,0.949,0.616,3.91116512547918e-277,"SNU719","ASPSCR1","ASPSCR1 tether for SLC2A4, UBX domain containing [Source:HGNC Symbol;Acc:HGNC:13825]"
"1997","AP2S1",2.45965487204639e-281,0.764205528555688,1,0.988,4.78550451905345e-277,"SNU719","AP2S1","adaptor related protein complex 2 subunit sigma 1 [Source:HGNC Symbol;Acc:HGNC:565]"
"1998","TXNL4A",2.54602449189019e-281,0.881142465017825,0.991,0.857,4.95354525142155e-277,"SNU719","TXNL4A","thioredoxin like 4A [Source:HGNC Symbol;Acc:HGNC:30551]"
"1999","DCBLD2",2.45046173828575e-280,1.55074773477115,0.865,0.268,4.76761835800876e-276,"SNU719","DCBLD2","discoidin, CUB and LCCL domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24627]"
"2000","CDKN1A",3.67641556811987e-279,1.49457218354771,0.798,0.085,7.15283412933402e-275,"SNU719","CDKN1A","cyclin dependent kinase inhibitor 1A [Source:HGNC Symbol;Acc:HGNC:1784]"
"2001","ATP5PD",2.03250337818563e-277,0.84453283899745,0.998,0.957,3.95443857259796e-273,"SNU719","ATP5PD","ATP synthase peripheral stalk subunit d [Source:HGNC Symbol;Acc:HGNC:845]"
"2002","RER1",2.56173684979885e-277,0.915134339637112,0.991,0.886,4.98411521496865e-273,"SNU719","RER1","retention in endoplasmic reticulum sorting receptor 1 [Source:HGNC Symbol;Acc:HGNC:30309]"
"2003","PRSS3",4.78506745403684e-275,1.24074452256344,0.999,0.976,9.30982723857407e-271,"SNU719","PRSS3","serine protease 3 [Source:HGNC Symbol;Acc:HGNC:9486]"
"2004","ARF5",7.84310232943113e-273,0.94268929882114,0.959,0.604,1.52595398921412e-268,"SNU719","ARF5","ADP ribosylation factor 5 [Source:HGNC Symbol;Acc:HGNC:658]"
"2005","TOMM5",2.78397864118398e-272,1.03355306978381,0.953,0.631,5.41650884428755e-268,"SNU719","TOMM5","translocase of outer mitochondrial membrane 5 [Source:HGNC Symbol;Acc:HGNC:31369]"
"2006","BOLA3",3.13755188045773e-272,0.894839962089948,0.997,0.977,6.10442093861856e-268,"SNU719","BOLA3","bolA family member 3 [Source:HGNC Symbol;Acc:HGNC:24415]"
"2007","HINT1",4.61152686946759e-270,0.560666344442778,1,1,8.97218667723613e-266,"SNU719","HINT1","histidine triad nucleotide binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4912]"
"2008","BCL7C",8.74463548601711e-269,0.998892296021748,0.989,0.864,1.70135628015949e-264,"SNU719","BCL7C","BAF chromatin remodeling complex subunit BCL7C [Source:HGNC Symbol;Acc:HGNC:1006]"
"2009","AURKAIP1",9.17007300252569e-269,0.660163206778966,1,1,1.7841294033714e-264,"SNU719","AURKAIP1","aurora kinase A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24114]"
"2010","DNAJB6",4.22259993338249e-268,0.863116832195339,0.98,0.778,8.21549043038897e-264,"SNU719","DNAJB6","DnaJ heat shock protein family (Hsp40) member B6 [Source:HGNC Symbol;Acc:HGNC:14888]"
"2011","NDUFB8",1.19644218375676e-267,0.855748614904927,0.992,0.861,2.32779791271714e-263,"SNU719","NDUFB8","NADH:ubiquinone oxidoreductase subunit B8 [Source:HGNC Symbol;Acc:HGNC:7703]"
"2012","DSTN",1.55676679708376e-267,0.620043258342621,1,0.999,3.02884548040616e-263,"SNU719","DSTN","destrin, actin depolymerizing factor [Source:HGNC Symbol;Acc:HGNC:15750]"
"2013","DDT",2.00103041339854e-266,0.731783546427603,1,0.99,3.8932047723082e-262,"SNU719","DDT","D-dopachrome tautomerase [Source:HGNC Symbol;Acc:HGNC:2732]"
"2014","LGALS1",3.11655138455399e-266,2.44010965777732,0.823,0.194,6.06356237378825e-262,"SNU719","LGALS1","galectin 1 [Source:HGNC Symbol;Acc:HGNC:6561]"
"2015","DAD1",3.88848527724865e-263,0.797481375841605,1,0.994,7.56543695541498e-259,"SNU719","DAD1","defender against cell death 1 [Source:HGNC Symbol;Acc:HGNC:2664]"
"2016","RPS16",1.01395478621914e-262,0.398555367679358,1,1,1.97275043206795e-258,"SNU719","RPS16","ribosomal protein S16 [Source:HGNC Symbol;Acc:HGNC:10396]"
"2017","UPP1",1.89096546247011e-262,1.27731923656867,0.831,0.198,3.67906240378185e-258,"SNU719","UPP1","uridine phosphorylase 1 [Source:HGNC Symbol;Acc:HGNC:12576]"
"2018","CCND2",1.77512922076771e-261,1.08530761707532,0.713,0.003,3.45369141192565e-257,"SNU719","CCND2","cyclin D2 [Source:HGNC Symbol;Acc:HGNC:1583]"
"2019","GNAS",1.47729794748173e-259,0.699202971207441,1,0.996,2.87423088662046e-255,"SNU719","GNAS","GNAS complex locus [Source:HGNC Symbol;Acc:HGNC:4392]"
"2020","TNNT1",2.2603054646942e-258,1.15199863234688,0.906,0.395,4.39765031210903e-254,"SNU719","TNNT1","troponin T1, slow skeletal type [Source:HGNC Symbol;Acc:HGNC:11948]"
"2021","LINC00659",8.53189409533845e-257,1.11173857923815,0.715,0.016,1.65996531518905e-252,"SNU719","LINC00659","long intergenic non-protein coding RNA 659 [Source:HGNC Symbol;Acc:HGNC:44316]"
"2022","STMP1",2.92095186339462e-255,0.716209658942309,0.996,0.96,5.68300394542057e-251,"SNU719","STMP1","short transmembrane mitochondrial protein 1 [Source:HGNC Symbol;Acc:HGNC:41909]"
"2023","SUGT1",6.07251749858955e-255,0.953469491359991,0.934,0.527,1.18146900452558e-250,"SNU719","SUGT1","SGT1 homolog, MIS12 kinetochore complex assembly cochaperone [Source:HGNC Symbol;Acc:HGNC:16987]"
"2024","UCHL3",2.89374457866363e-254,0.950318163698392,0.967,0.707,5.63006945224797e-250,"SNU719","UCHL3","ubiquitin C-terminal hydrolase L3 [Source:HGNC Symbol;Acc:HGNC:12515]"
"2025","MET",2.90387572374443e-254,0.968749333016548,0.951,0.584,5.64978060811716e-250,"SNU719","MET","MET proto-oncogene, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:7029]"
"2026","GLUD1",7.64766820161026e-254,0.905869999628422,0.695,0,1.48793032530529e-249,"SNU719","GLUD1","glutamate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:4335]"
"2027","ACP1",8.56288599507661e-254,0.752727874154073,1,0.993,1.66599509920211e-249,"SNU719","ACP1","acid phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:122]"
"2028","PLK2",5.09396783251695e-253,1.03440302624185,0.727,0.035,9.91082381494499e-249,"SNU719","PLK2","polo like kinase 2 [Source:HGNC Symbol;Acc:HGNC:19699]"
"2029","EHBP1",5.81837467229174e-253,1.01800058191552,0.914,0.506,1.13202297624108e-248,"SNU719","EHBP1","EH domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29144]"
"2030","CD9",7.59014348977041e-253,1.06474110042757,0.994,0.887,1.47673831736973e-248,"SNU719","CD9","CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]"
"2031","SIRT7",1.03279307238117e-251,0.94560420010796,0.89,0.384,2.0094022016248e-247,"SNU719","SIRT7","sirtuin 7 [Source:HGNC Symbol;Acc:HGNC:14935]"
"2032","BUD23",2.44251020735334e-251,0.874110571798345,0.989,0.875,4.75214785942667e-247,"SNU719","BUD23","BUD23 rRNA methyltransferase and ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:16405]"
"2033","TTC39A",4.28443238301378e-250,1.06530302544826,0.761,0.097,8.33579164439162e-246,"SNU719","TTC39A","tetratricopeptide repeat domain 39A [Source:HGNC Symbol;Acc:HGNC:18657]"
"2034","YWHAQ",8.77459211008872e-250,0.741207034136806,1,0.98,1.70718464093886e-245,"SNU719","YWHAQ","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta [Source:HGNC Symbol;Acc:HGNC:12854]"
"2035","PSMB5",1.48654975168041e-248,0.674983978377429,0.998,0.979,2.8922311968694e-244,"SNU719","PSMB5","proteasome subunit beta 5 [Source:HGNC Symbol;Acc:HGNC:9542]"
"2036","BRD7",1.7108596671251e-248,0.761304265194179,0.997,0.945,3.32864856835859e-244,"SNU719","BRD7","bromodomain containing 7 [Source:HGNC Symbol;Acc:HGNC:14310]"
"2037","KRT23",7.54535560918524e-248,1.76245002217199,0.728,0.058,1.46802438732308e-243,"SNU719","KRT23","keratin 23 [Source:HGNC Symbol;Acc:HGNC:6438]"
"2038","LLGL2",1.23217628495621e-247,0.853947360593952,0.965,0.715,2.3973221800108e-243,"SNU719","LLGL2","LLGL scribble cell polarity complex component 2 [Source:HGNC Symbol;Acc:HGNC:6629]"
"2039","SOX4",2.56885678839306e-247,1.10418277249439,0.997,0.937,4.99796776749754e-243,"SNU719","SOX4","SRY-box transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11200]"
"2040","CCT7",1.8048089427606e-246,0.792306440893489,0.992,0.872,3.51143627903503e-242,"SNU719","CCT7","chaperonin containing TCP1 subunit 7 [Source:HGNC Symbol;Acc:HGNC:1622]"
"2041","SVIP",3.26741050901607e-246,0.86572243139357,0.997,0.908,6.35707388634167e-242,"SNU719","SVIP","small VCP interacting protein [Source:HGNC Symbol;Acc:HGNC:25238]"
